commebola,Unnamed: 0,X,hh_gps.latitude,hh_gps.longitude,marketclean,marketcomsum,marketmatch,hh_gps.altitude,hhnum,comm_dist_oth,drink_wat,water_time,toilet,floor,treat_time,birth_main,birth_loc,birth_time,comm_health,ch_or3_num,ch_or3_time,floor_oth,ch_or1_time,ch_or4_time,ch_or2_num,ch_or2_time,mark_other,finalend,drought,fire,distnone,othdist,clinunsp,trad,lgmoh,RedCross,cHWComm,WorkOth,fruit,wednesday,thursday,friday,saturday,whmatch,relclean,instanceName,deviceId,namevillage.1.altvillage,loc_adm1,loc_adm2,URBAN_OR_RURAL,OTHER_DETAILS,treat_mult,birth_mult,marktype,markday,border_crossing_type,border_crossing_name,border_crossing_dest,epidemic_specifics,treat_loc_specify,birmatron,loc_adm3,loc_adm4,District,Secteur_Rural,name_village,name_part_village,QUARTIER_OU_DISTRICT,alts_secteur_rurale.0.alt_secteur_rurale,names_part_village.4.alt_part_village,alt_secteur_urbain,date,alts_village.0.altvillage.1,alts_village.2.altvillage.1,constituency,gsm_service,birhome,instanceId,namevill,name_village
0,1174,1174,8.560063332999999,-10.453785,Dangbadou,12,uuid:65af7c1c-e37c-47e9-b67c-57ef784c6826,376.2,21,,3,5,10,1,20,6,2,20,2 3,2,1,,999995,999995,3,2,"Le riz, l'huile rouge, café, cacao, la cola",5/4/2016 13:51,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,999995,Dangbadou,Guinee_Sondage_Communautaire_V1-4-4,imei:357835070229917,999995,guinee_forestiere,nzerekore,2,La descente d'une montagne.,95,95,97,4,999995,,,,Tangolo centre,0,gueckedou,koundou,Tangolo,Kolia,Dangbadou,995,,999995,999995,,5/4/2016,999995,999995,999995,999995,999995,uuid:65af7c1c-e37c-47e9-b67c-57ef784c6826,Dangbadou,Dangbadou
0,4031,4030,7.790211666699999,-9.381503333300001,Zorzor Market,0,uuid:7bc5d381-8a0b-4e8e-aa1e-5c4cd6ed3a0b,466.7,15,,8,4,10,1,180,5,2,180,95,999999,999999,,999999,999999,999999,999999,"Clothes, Slipper.",2016-03-25 13:35:57,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,uuid:c4bc9247-c886-43d8-98ad-16493119cf93,Yeala Town,Liberia_Community_Survey_v18,imei:357835070230410,,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,uuid:07fd73af-d61b-4742-b1f4-a1e303f22130,Goyawulu village,999995
0,2684,2684,9.610611667,-12.76368167,Sikhourou,0,uuid:76ecfb30-a732-4ceb-9832-dd540fefc328,88.0,12,,7,20,6,1,150,5,2,170,95,999995,999995,,999995,999995,999995,999995,,5/24/2016 15:58,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,uuid:8b9ef988-65d9-4855-b4f2-9a6f60854115,Dakhafori,Guinee_Sondage_Communautaire_V1-4-7,imei:357835070233695,999995,basse_guinee,kindia,2,Près de la route santiguiya,5,5,1 2 3 4 5,7,999995,,,,Sekhourou,0,forecariah,sikhourou,Mamoudou camara,Dakhafori,995,995,,,,,5/24/2016,999995,999995,999995,999995,999995,uuid:84abc334-9bb8-4fca-b542-3726f2386d19,Dakhafori,995
0,1863,1863,8.913855,-10.54392167,Kolobendou,0,uuid:54ba8b9a-458e-4228-885e-2ec85ced84f9,495.3,9,,8,30,6,1,1,6,2,1,3 97,2,1,,999995,1,999995,999995,"Riz,huile rouge cacao,café.",5/13/2016 13:06,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,Keïsseney,Guinee_Sondage_Communautaire_V1-4-7,imei:357835070227747,999995,guinee_forestiere,nzerekore,2,Après kokouma centre dans quelques kilomètres tu est arrivé au keïsseney.,6,6,2 3 4 5 97,1,2,Komènde,Gbonkongo,,Toumadou,0,gueckedou,kassadou,Kokouma,Keïsseney,995,Komènde,,,,,5/13/2016,999995,999995,999995,999995,999995,uuid:1236a1db-7865-4ff3-8958-8f9ddf566807,Keïsseney,995
0,2192,2192,9.262523332999999,-13.02608333,Farmoreah,0,uuid:c26542f7-032a-4bbf-a1ca-9492b20b5822,36.9,2,,8,240,3,5,480,5,2,9995,2 3,999,2,,999995,999995,999,3,"Les agrumes, les céréales, huile rouge,...",5/6/2016 10:43,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,uuid:c26542f7-032a-4bbf-a1ca-9492b20b5822,Taigbé,Guinee_Sondage_Communautaire_V1-4-7,imei:357835070212970,999995,basse_guinee,kindia,2,Situé sur la route FARMORIAH-Sierra Léonne en passant par Pamelap,95,95,1 2 3 4 5 97,95,999995,,,,FARMORIAH centre,0,forecariah,farmoriah,Taigbé,Taigbé ventre,Plantation,Taigbé centre,,,,,5/6/2016,999995,999995,999995,999995,999995,uuid:9d1bed73-d4f7-4c62-a7ca-bf19132f9e24,Plantation,Plantation
0,6495,6494,9.0725366667,-10.6204766667,Yarawadu,0,uuid:e85065e3-3ce7-4783-b93f-d96b7bbb769b,486.6,60,,11,120,6,2,240,6,2,240,1,999995,999995,,1,999995,999995,999995,"Pepper, Palm oil,Cassava",2016-06-11 11:36:34,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,uuid:e85065e3-3ce7-4783-b93f-d96b7bbb769b,Korodiakoro,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070227028,,koinadugu,neya,2,No,95,95,2 3 4 5 97,2,2,Kolodiakoro Crossing,Bendu,,Yarawadu,0,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,Village,Kolodiakoro,45,1,0,uuid:49b0c742-77b5-4a25-8697-ac81788aa946,Korodiakoro,999995
0,5578,5577,8.3357033333,-10.7165083333,Konobendu,0,uuid:e8f064e8-257f-46ca-a7c5-4e6300029dd9,293.4,150,,7,30,3,1,315,6,2,360,1 2 3,1,1,,1,999995,5,1,"Rice,palm oil",2016-06-10 08:08:02,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,uuid:3e52b2d5-4a49-4a35-bd90-1ea265ede031,Musalor,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070420300,,kailahun,penguia,2,Musalor village is located on the highway to sandaru,95,6 95,,5,999995,,,,Sandaru,0,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,Musalor village,Musalor village,8,2,0,uuid:7f50a33c-82e3-470d-bda3-27fecec46e61,Musalor,999995
0,4978,4977,7.468825,-11.185185,Gorahun,0,999995,120.3,15,,7,60,97,1,360,5,2,360,3,1,1,,999995,999995,999995,999995,Condiments. Rice,2016-06-14 19:46:25,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,999995,Gbubu Kannehla,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070230410,,kenema,tunkia,2,Kola Tree,10,10 14,2 3 4 5 97,1,999995,,,,Gorahun,1,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,Town,Upper Damawulo,19,1,0,uuid:5d85eed7-c1e2-4d3f-b362-09aace293259,Gbubu Kannehla,999995
0,280,280,7.78959,-8.64268,Moata,2,uuid:4fab6927-85ed-4301-9969-51a5f954d50f,469.3,158,Tempête,3,12,3,1,120,13,1,5,1,999995,999995,,1,999995,999995,999995,,5/23/2016 11:11,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,999995,Moata,Guinee_Sondage_Communautaire_V1-4-7,imei:357835070439516,999995,guinee_forestiere,nzerekore,2,Résidence l'Institut (irvag),1,16,1 2 3 4 5,95,1,Chantier,Lomou,,LVBangoeta,0,nzerekore,yalenzou,Moata,Moata,995,Demou 1,,,,,5/23/2016,999995,999995,999995,999995,999995,uuid:1e6317fc-25e1-48e3-a47f-b3c525a62e82,Moata,995
0,6672,6671,9.2476616667,-12.790826666700001,Sumbuya Luma,0,999995,51.1,105,,7,180,6,1,60,5,2,60,1 2,999995,999995,,3,999995,2,2,,2016-07-15 16:38:57,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,uuid:73be313b-3ae4-415b-a25e-ca656b2152e7,Mile 15,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070232887,,kambia,tonko_limba,2,No,95,95,1 2 3 4 5,3,999995,,,,Mile 14,0,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,Village ,Lower ,39,1,0,uuid:e905e138-8ad3-42e8-8772-cfd280e4b724,Mile 15,999995
0,2376,2376,9.365168333,-12.85052833,Kaffou,0,uuid:8bd6e104-f37d-4055-8a26-ed9cfac5d6a1,77.2,52,,3,10,6,1,240,5,2,9995,,999,2,,2,999995,999,2,,5/25/2016 15:58,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,uuid:a14bcd2b-2af8-442e-bac1-44dcb3a0cbb0,Colayiré,Guinee_Sondage_Communautaire_V1-4-7,imei:357835070225212,999995,basse_guinee,kindia,2,Situé au bord est de la commune rurale de Kafou,95,95,,2,999995,,,,Kafou,0,forecariah,farmoriah,Kafou,Colayiré,Colayiré mosquée,Colayiré tanene,,,,,5/25/2016,999995,999995,999995,999995,999995,uuid:5c6b7496-f473-4ba8-bff4-11b9e8ed5545,Colayiré mosquée,Colayiré mosquée
0,2474,2474,9.420751667000001,-13.03160333,999995,0,999995,32.5,24,Peur,8,60,10,1,40,5,2,40,2 3 4,999,1,,999995,999995,999,1,,5/4/2016 12:56,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,999995,Forecariah,Guinee_Sondage_Communautaire_V1-4-4,imei:357835070228869,999995,basse_guinee,kindia,1,Devant tougui dai,95,16,,,999995,,,,Tatagui2,0,forecariah,forecariah_ctre,,,,,Tatagui2,999995,999995,,5/4/2016,999995,999995,999995,999995,999995,uuid:5eb2c04a-5cef-43c7-afdc-1f9afd876341,forecariah_ctre,
0,3955,3954,7.5747033333000005,-9.478964999999999,Salayea Market,0,uuid:59d5fe4e-6de9-434e-96d6-5c1025d723d2,320.5,4,,7,9,10,1,160,5,2,240,95,999999,999999,,999999,999999,999999,999999,"Salt, Vita, Soap, Manpo, Slippers, Clothes",2016-04-03 12:50:04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,uuid:59d5fe4e-6de9-434e-96d6-5c1025d723d2,Salayea,Liberia_Community_Survey_v18,imei:357835070229107,,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,uuid:4f2427d1-0615-43a5-afd4-38f305cafb61,Koniekowan Village,999995
0,4289,4288,8.2592916667,-10.2447433333,Massabolahun Market,0,uuid:225f69c9-9c43-4cf1-8889-780c3ef53d05,544.4,100,,8,6,3,1,120,5,2,120,1 3,3,2,,2,999999,999999,999999,,2016-04-01 12:17:50,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,uuid:18fa9780-4b55-461f-a61c-3f23d00371b2,Sadu bendu,Liberia_Community_Survey_v18,imei:357835070227028,,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,uuid:c762c8e1-d375-4d1a-9cd7-68eca2e56e56,Kamboima town,999995
